# Every entry in the four CV copies ADR-003 merged, as extracted by
# scripts/python/check_cv_sources.py.  Regenerate with `make cv-inventory`;
# `make cv-check` fails when this file and the copies disagree.
#
# Committed so that what the checker reads is reviewable in a diff, and so
# that an extractor which breaks and finds nothing fails a check instead of
# reporting a clean run over an empty list.  Do not edit by hand.
#
# id	section	text
zola:summer-schools-attended:oregon-programming-languages-summer-school-j~2	Summer Schools Attended	[Oregon Programming Languages Summer School, June 26--July 8, 2017](https://www.cs.uoregon.edu/research/summerschool/summer17), University of Oregon; dependent, gradual, substructural type systems.
zola:summer-schools-attended:midlands-graduate-school-in-the-foundations~3	Summer Schools Attended	[Midlands Graduate School in the Foundations of Computing Science, April 11--15, 2016](http://www.cs.bham.ac.uk/~pbl/mgs2016/), University of Birmingham; type theory, denotational semantics, category theory.
zola:summer-schools-attended:oregon-programming-languages-summer-school-j~3	Summer Schools Attended	[Oregon Programming Languages Summer School, June 16--28, 2014](https://www.cs.uoregon.edu/research/summerschool/summer14/curriculum.html), University of Oregon; type theory, logic, semantics, verification.
zola:summer-schools-attended:midlands-graduate-school-in-the-foundations~4	Summer Schools Attended	[Midlands Graduate School in the Foundations of Computing Science, April 22--26, 2014](http://www.cs.nott.ac.uk/~psztxa/mgs.2014/), University of Nottingham; simply typed lambda calculus, domain theory, category theory.
zola:summer-schools-attended:lms-epsrc-short-course-in-computational-grou	Summer Schools Attended	[LMS/EPSRC Short Course in Computational Group Theory, Jul 29--Aug 2, 2013](http://www-circa.mcs.st-and.ac.uk/cgt2013/), University of St. Andrews; permutation & finitely presented groups, constructive recognition.
zola:summer-schools-attended:nato-asi-on-computational-noncommutative-alg	Summer Schools Attended	NATO ASI on Computational Noncommutative Algebra, Il Ciocco, Italy, 2003.
zola:talks:complexity-of-the-homomorphism-problem-for-b	Talks	[Complexity of the Homomorphism Problem for Boolean Models](https://arxiv.org/abs/2010.04958)
zola:talks:european-virtual-csp-seminar-online-2020	Talks	European virtual CSP seminar, Online, 2020.
zola:talks:computational-tools-for-universal-algebra-re	Talks	[Computational Tools for Universal Algebra Research](https://williamdemeo.gitlab.io/talks/vols/)
zola:talks:csp-world-congress-2020-vols-am-schlern-ital	Talks	CSP World Congress 2020, Vols am Schlern, Italy 2020.
zola:talks:formalizing-universal-algebra-with-dependent	Talks	[Formalizing Universal Algebra with Dependent and Inductive Types](https://williamdemeo.gitlab.io/agda-ualib/index.html)
zola:talks:ams-joint-mathematics-meetings-special-sessi	Talks	AMS Joint Mathematics Meetings; Special Session: Algebras and Algorithms, Denver, CO 2020.
zola:talks:computing-difference-term-operations-in-poly	Talks	[Computing Difference Term Operations in Polynomial Time](https://arxiv.org/abs/2011.07879)
zola:talks:blast-conference-university-of-denver-denver	Talks	BLAST Conference, University of Denver, Denver, CO 2018.
zola:talks:why-universal-algebra-needs-inductive-depend	Talks	*Why Universal Algebra Needs Inductive, Dependent Types*, Oregon Programming Languages Summer School, Eugene, OR 2018.
zola:talks:a-tutorial-introduction-to-the-lean-prover-u	Talks	*A Tutorial Introduction to the Lean Prover*, University of Colorado Logic Seminar, Boulder, CO 2018.
zola:talks:the-lambda-calculus-and-dependent-type-theor	Talks	*The Lambda Calculus and Dependent Type Theory*, University of Colorado Logic Seminar, Boulder, CO 2018.
zola:talks:representing-finite-lattices-as-congruence-l	Talks	*Representing Finite Lattices as Congruence Lattices*, Colorado State University Algebra Seminar, Fort Collins, CO 2017.
zola:talks:a-polynomial-time-test-for-difference-terms	Talks	[A Polynomial-time Test for Difference Terms in Idempotent Varieties](https://arxiv.org/abs/2011.07879), BLAST Conference, Vanderbilt University, Nashville, TN 2017.
zola:talks:algebraic-approach-to-complexity-of-constrai	Talks	[Algebraic approach to complexity of constraint satisfaction](https://arxiv.org/abs/1611.02867), University of Hawaii Logic and Analysis Seminar, Honolulu, HI 2017 ([slides](https://github.com/williamdemeo/Talks/blob/master/UH/LogicSeminar/UH-logic-seminar-2016.pdf)).
zola:talks:universal-algebraic-methods-for-constraint-s	Talks	[Universal Algebraic Methods for Constraint Satisfaction Problems](https://arxiv.org/abs/1611.02867), AMS Fall Western Sectional Meeting: Special Session in Algebraic Logic, Denver, CO 2016.
zola:talks:the-rectangularity-theorem-of-barto-and-kozi	Talks	[The Rectangularity Theorem of Barto and Kozik](https://github.com/williamdemeo/Talks/tree/master/Boulder/slides), Conference on Algebras and Algorithms, Boulder, CO 2016.
zola:talks:constraint-satisfaction-problems-and-univers	Talks	[Constraint Satisfaction Problems and Universal Algebra](https://github.com/williamdemeo/Talks/tree/master/MGS/2016), Midlands Graduate School in the Foundation of Computing Science, Birmingham, England 2016.
zola:talks:permutability-in-diamonds-iowa-state-algebra	Talks	[Permutability in Diamonds](https://github.com/williamdemeo/Talks/tree/master/ISU/AlgComSem), Iowa State Algebra and Combinatorics Seminar, Ames, IA 2016.
zola:talks:which-commutative-idempotent-binars-are-trac	Talks	[Which Commutative Idempotent Binars are Tractable?](http://www.math.vanderbilt.edu/~moorm10/shanks/talks/demeo-slides.pdf), Vanderbilt Shanks workshop: Open Problems in Universal Algebra, Nashville, TN 2015.
zola:talks:some-small-finite-algebras-yielding-tractabl	Talks	Some Small Finite Algebras Yielding Tractable CSP Templates, Iowa State Algebra and Combinatorics Seminar, Ames, IA 2015.
zola:talks:algebraic-csp-and-tractability-of-commutativ	Talks	[Algebraic CSP and Tractability of Commutative Idempotent Binars](https://github.com/williamdemeo/Talks/tree/master/BLAST/BLAST2015), BLAST Conference, University of North Texas, Denton, TX 2015.
zola:talks:isotopic-algebras-iowa-state-algebra-and-com	Talks	Isotopic Algebras, Iowa State Algebra and Combinatorics Seminar, Ames, IA 2015.
zola:talks:what-does-a-nonabelian-group-sound-like-maa	Talks	What Does a Nonabelian Group Sound Like?, MAA Special Session: At the Intersection of Mathematics and the Arts, Baltimore, MD 2014.
zola:talks:interval-enforceable-properties-of-finite-gr	Talks	[Interval Enforceable Properties of Finite Groups](https://github.com/williamdemeo/Talks/tree/master/AMS/Louisville2013), AMS Special Session on Finite Universal Algebra, Louisville, KY 2013.
zola:talks:tutorial-uacalc-at-the-command-line-and-in-t	Talks	Tutorial: UACalc at the command line and in the cloud, Workshop on Computational Universal Algebra, Louisville, KY 2013.
zola:talks:approximating-eigenvalues-of-large-stochasti	Talks	Approximating Eigenvalues of Large Stochastic Matrices, University of South Carolina Combinatorics Seminar, Columbia, SC 2013.
zola:talks:congruence-lattices-of-finite-algebras-plena	Talks	[Congruence Lattices of Finite Algebras](https://github.com/williamdemeo/Talks/tree/master/BLAST/BLAST2013) (plenary lecture), BLAST Conference, Chapman University, Orange, CA 2013.
zola:talks:transposition-principles-for-subgroups-and-e	Talks	[Transposition Principles for Subgroups and Equivalence Relations](https://github.com/williamdemeo/Talks/tree/master/Zassenhaus/WCU-2013), Zassenhaus Group Theory Conference, Asheville, NC 2013.
zola:talks:isotopic-algebras-with-nonisomorphic-congrue	Talks	[Isotopic Algebras with Nonisomorphic Congruence Lattices](https://github.com/williamdemeo/Talks/tree/master/AMS/Boulder2013), AMS Special Session on Algebras, Lattices, and Varieties, Boulder, CO 2013.
zola:talks:synchronizing-automata-and-the-cerny-conject	Talks	[Synchronizing Automata and the Černy Conjecture](https://williamdemeo.files.wordpress.com/2012/12/cugradalgebraseminar.pdf), Graduate Algebra Seminar, University of Colorado, Boulder, CO 2013.
zola:talks:the-finite-lattice-representation-problem-in	Talks	The Finite Lattice Representation Problem in Four Parts, University of South Carolina Algebra and Logic Seminar, Columbia, SC 2012.
zola:talks:interval-sublattice-enforceable-properties-o	Talks	[Interval Sublattice Enforceable Properties of Finite Groups](https://github.com/williamdemeo/Talks/tree/master/Zassenhaus/OSU-2012), The 31st Ohio State-Denison Mathematics Conference, Columbus, OH 2012.
zola:talks:expansions-of-finite-algebras-and-their-cong	Talks	[Expansions of Finite Algebras and their Congruence Lattices](https://github.com/williamdemeo/Talks/tree/master/AMS/Honolulu2012), American Mathematical Society sectional meeting, Honolulu, HI 2012.
zola:talks:intervals-in-subgroup-lattices-and-permutati	Talks	Intervals in Subgroup Lattices and Permutation Representations, Western Carolina University Group Theory Seminar, Cullowhee, NC 2012.
zola:talks:recent-progress-on-the-finite-lattice-repres	Talks	Recent Progress on the Finite Lattice Representation Problem, Achievement Rewards for College Scientists: Scholar Presentations, Honolulu, HI 2011.
zola:talks:the-finite-lattice-representation-problem-fi	Talks	The Finite Lattice Representation Problem, First Joint Meeting of the Korean and American Mathematical Societies, Seoul, KOR 2009.
zola:talks:object-reconstruction-from-multiple-views-ai	Talks	Object reconstruction from multiple views, Air Force Office of Scientific Research AMOS Program Review, Maui 2004.
zola:talks:approximating-eigenvalues-of-large-stochasti~2	Talks	Approximating eigenvalues of large stochastic matrices, 8th Copper Mt. Conference on Iterative Methods, Colorado 1998.
zola:references:clifford-bergman-cbergman-iastate-edu-profes	References	[Clifford Bergman](cbergman@iastate.edu)*, Professor of Mathematics, Iowa State University
zola:references:venanzio-capretta-venanzio-capretta-nottingh	References	[Venanzio Capretta](Venanzio.Capretta@nottingham.ac.uk.), Assistant Professor of Computer Science, University of Nottingham
zola:references:ralph-freese-ralph-math-hawaii-edu-professor	References	[Ralph Freese](ralph@math.hawaii.edu), Professor of Mathematics, University of Hawaii
zola:references:peter-jipsen-jipsen-chapman-edu-professor-of	References	[Peter Jipsen](jipsen@chapman.edu), Professor of Mathematics, Chapman University
zola:references:george-mcnulty-mcnulty-math-sc-edu-professor	References	[George McNulty](mcnulty@math.sc.edu), Professor of Mathematics, University of South Carolina
zola:references:peter-mayr-peter-mayr-colorado-edu-assistant	References	[Peter Mayr](peter.mayr@colorado.edu)*, Assistant Professor of Mathematics, University of Colorado, Boulder
zola:references:j-b-nation-jb-math-hawaii-edu-emeritus-profe	References	[J.B. Nation](jb@math.hawaii.edu), Emeritus Professor of Mathematics, University of Hawaii
zola:references:teaching-reference	References	(* teaching reference)
jobapp:contact-information:570-park-ave-apt-8d-williamdemeo-org	Contact Information	570 Park Ave, Apt. 8D williamdemeo.org
jobapp:contact-information:new-york-ny-10065-williamdemeo-gmail-com	Contact Information	New York, NY 10065 williamdemeo@gmail.com
jobapp:research-interests:universal-algebra-algorithmic-complexity-typ	Research Interests	Universal algebra, algorithmic complexity, type theory, formal verification, artificial intelligence.
jobapp:research-interests:proof-mechanization-in-agda-functional-progr	Research Interests	Proof mechanization in Agda, functional programming for AI, ML and Big Data in Scala/Spark.
jobapp:education:doctor-of-philosophy-in-mathematics-universi	Education	Doctor of Philosophy in Mathematics University of Hawaii, Honolulu, May 2012
jobapp:education:thesis	Education	Thesis:
jobapp:education:congruence-lattices-of-finite-algebras	Education	Congruence lattices of finite algebras
jobapp:education:advisor	Education	Advisor:
jobapp:education:ralph-freese	Education	Ralph Freese
jobapp:education:master-of-science-in-mathematics-courant-ins	Education	Master of Science in Mathematics Courant Institute of Mathematical Sciences,
jobapp:education:nyu	Education	NYU
jobapp:education:new-york	Education	, New York
jobapp:education:thesis~2	Education	Thesis:
jobapp:education:approximating-eigenvalues-of-large-stochasti	Education	Approximating eigenvalues of large stochastic matrices
jobapp:education:advisor~2	Education	Advisor:
jobapp:education:jonathan-goodman	Education	Jonathan Goodman
jobapp:education:bachelor-of-arts-in-economics-university-of	Education	Bachelor of Arts in Economics University of Virginia, Charlottesville
jobapp:academic-appointments:adjunct-instructor-computer-science-dept-new	Academic Appointments	Adjunct Instructor Computer Science Dept. New Jersey Inst. of Technology Newark 2022--
jobapp:academic-appointments:postdoctoral-research-fellow-algebra-dept-ch	Academic Appointments	Postdoctoral Research Fellow Algebra Dept. Charles University Prague 2019--2021
jobapp:academic-appointments:burnett-meyer-instructor-mathematics-dept-un	Academic Appointments	Burnett Meyer Instructor Mathematics Dept. University of Colorado Boulder 2017--2019
jobapp:academic-appointments:visiting-assistant-professor-mathematics-dep	Academic Appointments	Visiting Assistant Professor Mathematics Dept. University of Hawai`i Honolulu 2016--2017
jobapp:academic-appointments:postdoctoral-associate-mathematics-dept-iowa	Academic Appointments	Postdoctoral Associate Mathematics Dept. Iowa State University Ames 2014--2016
jobapp:academic-appointments:visiting-assistant-professor-mathematics-dep~2	Academic Appointments	Visiting Assistant Professor Mathematics Dept. Univ South Carolina Columbia 2012--2014
jobapp:industry-experience:senior-research-scientist-imaging-research-d	Industry Experience	Senior Research Scientist Imaging Research Dept. Textron Systems Corp. Maui 2001--2006
jobapp:industry-experience:worked-full-time-on	Industry Experience	Worked full-time on
jobapp:industry-experience:afosr	Industry Experience	afosr
jobapp:industry-experience:contracts-developing-new-algorithms-and-para	Industry Experience	contracts developing new algorithms and parallel (
jobapp:industry-experience:smp	Industry Experience	smp
jobapp:industry-experience:mpi	Industry Experience	mpi
jobapp:industry-experience:programs	Industry Experience	) programs
jobapp:industry-experience:for-processing-images-acquired-by-haleakala	Industry Experience	for processing images acquired by Haleakala Observatories, including
jobapp:industry-experience:multi-frame-blind-deconvolution	Industry Experience	Multi-frame Blind Deconvolution
jobapp:industry-experience:removing-distorting-effects-of-earth-s-atmos	Industry Experience	removing distorting effects of Earth's atmosphere from images of satellites and other
jobapp:industry-experience:neo	Industry Experience	neo
jobapp:industry-experience:s-executed	Industry Experience	s; executed
jobapp:industry-experience:our-programs-on-the	Industry Experience	our programs on the
jobapp:industry-experience:mhpcc	Industry Experience	mhpcc
jobapp:industry-experience:supercomputer	Industry Experience	supercomputer.
jobapp:publications:a-machine-checked-proof-of-birkhoff-s-variet	Publications	A machine-checked proof of Birkhoff's variety theorem in Martin-Lof type theory, with J. Carette
jobapp:publications:accepted	Publications	(accepted)
jobapp:publications:proc-27th-intl-conf-types-for-proofs-and-pro	Publications	Proc. 27th Intl. Conf. Types for Proofs and Programs
jobapp:publications:types	Publications	types
jobapp:publications:2022	Publications	2022
jobapp:publications:universal-algebraic-methods-for-constraint-s	Publications	Universal algebraic methods for constraint satisfaction problems, with Clifford Bergman
jobapp:publications:logical-methods-in-computer-science	Publications	Logical Methods in Computer Science;
jobapp:publications:18	Publications	18
jobapp:publications:12-1-12-37-2022-preprint-link	Publications	:12:1--12:37, 2022; (preprint link).
jobapp:publications:constraint-satisfaction-problems-over-finite	Publications	Constraint satisfaction problems over finite structures, with Libor Barto and Antoine Mottet
jobapp:publications:36th	Publications	36th
jobapp:publications:acm-ieee	Publications	ACM/IEEE
jobapp:publications:symposium-on-logic-in-computer-science-lics	Publications	Symposium on Logic in Computer Science (LICS 2021);
jobapp:publications:pp-1-13-preprint-link	Publications	pp. 1--13 (preprint link).
jobapp:publications:bounded-homomorphisms-and-fiber-products-of	Publications	Bounded homomorphisms and fiber products of lattices, with P. Mayr and N. Ruskuc
jobapp:publications:international	Publications	International
jobapp:publications:journal-of-algebra-and-computation	Publications	Journal of Algebra and Computation;
jobapp:publications:30	Publications	30
jobapp:publications:693-710-2020-preprint-link	Publications	:693--710, 2020; (preprint link).
jobapp:publications:polynomial-time-tests-for-difference-terms-i	Publications	Polynomial-time tests for difference terms in idempotent varieties, with R. Freese and M. Valeriote
jobapp:publications:international-journal-of-algebra-and-computa	Publications	International Journal of Algebra and Computation;
jobapp:publications:29	Publications	29
jobapp:publications:927-949-2019-preprint-link	Publications	:927--949, 2019; (preprint link).
jobapp:publications:isotopic-algebras-with-nonisomorphic-congrue	Publications	Isotopic algebras with nonisomorphic congruence lattices,
jobapp:publications:algebra-universalis	Publications	Algebra Universalis
jobapp:publications:72	Publications	72
jobapp:publications:295-298-2014	Publications	:295--298, 2014.
jobapp:publications:expansions-of-finite-algebras-their-congruen	Publications	Expansions of finite algebras & their congruence lattices,
jobapp:publications:algebra-universalis~2	Publications	Algebra Universalis
jobapp:publications:69	Publications	69
jobapp:publications:257-278-2013	Publications	:257--278, 2013.
jobapp:publications:proceedings-of-algebras-and-lattices-in-hawa	Publications	Proceedings of Algebras and Lattices in Hawaii 2018 (editor) with K. Adaricheva, J. Hyndman.
jobapp:publications:topics-in-nonabelian-harmonic-analysis-and	Publications	Topics in nonabelian harmonic analysis and
jobapp:publications:dsp	Publications	dsp
jobapp:publications:applications-best-paper-award	Publications	applications, (best paper award)
jobapp:publications:international-symposium-on-musical-acoustics	Publications	International Symposium on Musical Acoustics (ISMA 2004);
jobapp:publications:characterizing-musical-signals-with-wigner-v	Publications	Characterizing musical signals with Wigner-Ville interferences,
jobapp:publications:international-computer-music-conference-icmc	Publications	International Computer Music Conference (ICMC 2002);
jobapp:publications:approximating-eigenvalues-of-large-stochasti	Publications	Approximating eigenvalues of large stochastic matrices,
jobapp:publications:8th-copper-mt-conference-on-iterative-method	Publications	8th Copper Mt. Conference on Iterative Methods
jobapp:publications:1998-preprint-link	Publications	1998 (preprint link).
jobapp:grants-awards:nsf-research-grant	Grants & Awards	NSF Research Grant
jobapp:grants-awards:no-1500218	Grants & Awards	(no. 1500218)
jobapp:grants-awards:2015-2018	Grants & Awards	2015--2018
jobapp:grants-awards:project-title	Grants & Awards	Project Title:
jobapp:grants-awards:algebras-and-algorithms-structure-and-comple	Grants & Awards	Algebras and algorithms, structure and complexity theory
jobapp:grants-awards:role	Grants & Awards	Role:
jobapp:grants-awards:postdoctoral-research-fellow-on-a-team-with	Grants & Awards	Postdoctoral research fellow on a team with 6 senior scientists and 3 postdocs
jobapp:grants-awards:description	Grants & Awards	Description:
jobapp:grants-awards:3-yr-collaborative-research-on-algebraic-app	Grants & Awards	3-yr collaborative research on algebraic approaches to constraint satisfaction problems
jobapp:grants-awards:magellan-scholar-grant	Grants & Awards	Magellan Scholar Grant
jobapp:grants-awards:2013-2014	Grants & Awards	2013--2014
jobapp:grants-awards:project-title~2	Grants & Awards	Project Title:
jobapp:grants-awards:what-does-a-nonabelian-group-sound-like	Grants & Awards	What does a nonabelian group sound like?
jobapp:grants-awards:role~2	Grants & Awards	Role:
jobapp:grants-awards:faculty-mentor-for-undergraduate-research	Grants & Awards	Faculty mentor for undergraduate research
jobapp:grants-awards:description~2	Grants & Awards	Description:
jobapp:grants-awards:soundmath-github-io-groupsound-groupsound	Grants & Awards	soundmath.github.io/GroupSound/GroupSound
jobapp:grants-awards:arcs-sarah-ann-martin-award	Grants & Awards	ARCS Sarah Ann Martin Award
jobapp:grants-awards:for-outstanding-research-in-mathematics-hono	Grants & Awards	for Outstanding Research in Mathematics Honolulu 2011
jobapp:grants-awards:best-paper-award	Grants & Awards	Best Paper Award
jobapp:grants-awards:international-symposium-on-musical-acoustics	Grants & Awards	, International Symposium on Musical Acoustics Nara 2004
jobapp:synergistic-activities:organizer	Synergistic Activities	Organizer,
jobapp:synergistic-activities:blast-2019-conference	Synergistic Activities	BLAST 2019 Conference
jobapp:synergistic-activities:boulder-2019	Synergistic Activities	Boulder 2019
jobapp:synergistic-activities:organizer~2	Synergistic Activities	Organizer,
jobapp:synergistic-activities:algebras-and-lattices-in-hawai-i-conf	Synergistic Activities	Algebras and Lattices in Hawai`i Conf.
jobapp:synergistic-activities:to-honor-freese-lampe-nation	Synergistic Activities	to honor Freese, Lampe & Nation
jobapp:synergistic-activities:honolulu-2018	Synergistic Activities	Honolulu 2018
jobapp:synergistic-activities:organizer~3	Synergistic Activities	Organizer,
jobapp:synergistic-activities:workshop-on-computational-universal-algebra	Synergistic Activities	Workshop on Computational Universal Algebra
jobapp:synergistic-activities:louisville-2013	Synergistic Activities	Louisville 2013
jobapp:synergistic-activities:editor-for	Synergistic Activities	Editor for
jobapp:synergistic-activities:algebra-universalis	Synergistic Activities	Algebra Universalis
jobapp:synergistic-activities:2018-present	Synergistic Activities	2018--present
jobapp:synergistic-activities:referee-for	Synergistic Activities	Referee for
jobapp:synergistic-activities:algebra-universalis~2	Synergistic Activities	Algebra Universalis
jobapp:synergistic-activities:order	Synergistic Activities	Order
jobapp:synergistic-activities:j-logic-analysis	Synergistic Activities	J. Logic & Analysis
jobapp:synergistic-activities:2012-present	Synergistic Activities	2012--present
jobapp:synergistic-activities:university-of-colorado-boulder	Synergistic Activities	University of Colorado, Boulder
jobapp:synergistic-activities:served-on-doctoral-candidacy-exam-committee	Synergistic Activities	Served on doctoral candidacy exam committee for the following ph.d. students:
jobapp:synergistic-activities:jordan-dubeau	Synergistic Activities	Jordan DuBeau
jobapp:synergistic-activities:ali-latfi	Synergistic Activities	Ali Latfi
jobapp:synergistic-activities:athena-sparks	Synergistic Activities	Athena Sparks
jobapp:synergistic-activities:michael-wheeler	Synergistic Activities	Michael Wheeler
jobapp:synergistic-activities:served-on-dissertation-defense-committee-for	Synergistic Activities	Served on dissertation defense committee for
jobapp:synergistic-activities:jeffrey-shriner	Synergistic Activities	Jeffrey Shriner
jobapp:synergistic-activities:iowa-state-university	Synergistic Activities	Iowa State University
jobapp:synergistic-activities:reu-mentor-for-charlotte-aten-mathematics-ma	Synergistic Activities	REU mentor for Charlotte Aten (mathematics major, University of Rochester)
jobapp:synergistic-activities:honors-thesis-advisor-for-joshua-thompson-ma	Synergistic Activities	Honors thesis advisor for Joshua Thompson (mathematics major, honors program)
jobapp:synergistic-activities:putnam-exam-mentor-at-weekly-exam-practice-m	Synergistic Activities	Putnam Exam mentor at weekly exam practice meetings
jobapp:synergistic-activities:iowa-4-h-youth-conference-volunteer-mentor-l	Synergistic Activities	Iowa 4-H Youth Conference volunteer mentor (link)
jobapp:data-science-certificate:smart-contracts-suny-at-buffalo	Data Science Certificates	Smart Contracts SUNY at Buffalo
jobapp:data-science-certificate:4-week-coursera-course-grade-96-4	Data Science Certificates	4-week Coursera course; grade: 96.4%
jobapp:data-science-certificate:verified-certificate-earned-5-sep-2021	Data Science Certificates	Verified Certificate earned 5 Sep 2021
jobapp:data-science-certificate:blockchain-basics-suny-at-buffalo	Data Science Certificates	Blockchain Basics SUNY at Buffalo
jobapp:data-science-certificate:4-week-coursera-course-grade-100	Data Science Certificates	4-week Coursera course; grade: 100%
jobapp:data-science-certificate:verified-certificate-earned-6-aug-2021	Data Science Certificates	Verified Certificate earned 6 Aug 2021
jobapp:data-science-certificate:big-data-analysis-with-scala-and-spark	Data Science Certificates	Big Data Analysis with Scala and Spark
jobapp:data-science-certificate:ecole-polytechnique-federale-de-lausanne	Data Science Certificates	Ecole Polytechnique Federale de Lausanne
jobapp:data-science-certificate:4-week-coursera-course-grade-93-4	Data Science Certificates	4-week Coursera course; grade: 93.4%
jobapp:data-science-certificate:verified-certificate-earned-24-nov-2017	Data Science Certificates	Verified Certificate earned 24 Nov 2017
jobapp:data-science-certificate:functional-programming-principles-in-scala	Data Science Certificates	Functional Programming Principles in Scala
jobapp:data-science-certificate:ecole-polytechnique-federale-de-lausanne~2	Data Science Certificates	Ecole Polytechnique Federale de Lausanne
jobapp:data-science-certificate:6-week-coursera-course-grade-100	Data Science Certificates	6-week Coursera course; grade: 100%
jobapp:data-science-certificate:verified-certificate-earned-17-nov-2016	Data Science Certificates	Verified Certificate earned 17 Nov 2016
jobapp:data-science-certificate:functional-program-design-in-scala	Data Science Certificates	Functional Program Design in Scala
jobapp:data-science-certificate:ecole-polytechnique-federale-de-lausanne~3	Data Science Certificates	Ecole Polytechnique Federale de Lausanne
jobapp:data-science-certificate:4-week-coursera-course-grade-100~2	Data Science Certificates	4-week Coursera course; grade: 100%
jobapp:data-science-certificate:verified-certificate-earned-6-aug-2016	Data Science Certificates	Verified Certificate earned 6 Aug 2016
jobapp:data-science-certificate:parallel-programming-in-scala	Data Science Certificates	Parallel Programming in Scala
jobapp:data-science-certificate:ecole-polytechnique-federale-de-lausanne~4	Data Science Certificates	Ecole Polytechnique Federale de Lausanne
jobapp:data-science-certificate:4-week-coursera-course-grade-100~3	Data Science Certificates	4-week Coursera course; grade: 100%
jobapp:data-science-certificate:verified-certificate-earned-27-jun-2016	Data Science Certificates	Verified Certificate earned 27 Jun 2016
jobapp:summer-schools-attended:computer-aided-mathematical-proof-cambridge	Summer Schools Attended	Computer-aided Mathematical Proof Cambridge University
jobapp:summer-schools-attended:topics-bringing-proof-technology-into-mainst	Summer Schools Attended	Topics: bringing proof technology into mainstream mathematics July 10--14, 2017
jobapp:summer-schools-attended:lms-epsrc-short-course-in-computational-grou	Summer Schools Attended	LMS/EPSRC Short Course in Computational Group Theory University of St. Andrews
jobapp:summer-schools-attended:topics-permutation-finitely-presented-groups	Summer Schools Attended	Topics: permutation & finitely presented groups, constructive recognition Jul 29--Aug 2, 2013
jobapp:summer-schools-attended:midlands-graduate-school-in-the-foundations	Summer Schools Attended	Midlands Graduate School in the Foundations of Computing Science Univ of Nottingham 2014
jobapp:summer-schools-attended:topics-lambda-calculus-denotational-semantic	Summer Schools Attended	Topics: lambda calculus, denotational semantics, type theory, Univ of Birmingham 2016, 2019
jobapp:summer-schools-attended:category-theory-proof-theory-univalent-found	Summer Schools Attended	category theory, proof theory, univalent foundations University of Sheffield 2021
jobapp:summer-schools-attended:oregon-programming-languages-summer-school-u	Summer Schools Attended	Oregon Programming Languages Summer School University of Oregon
jobapp:summer-schools-attended:topics-type-theory-logic-semantics-verificat	Summer Schools Attended	Topics: type theory, logic, semantics, verification, 3--21 Jul 2018
jobapp:summer-schools-attended:parallelism-concurrency-gradual-type-systems	Summer Schools Attended	parallelism, concurrency, gradual type systems 26 Jun--8 Jul 2017
jobapp:summer-schools-attended:16-28-jun-2014	Summer Schools Attended	16--28 Jun 2014
jobapp:teaching-experience:new-jersey-institute-of-technology	Teaching Experience	New Jersey Institute of Technology
jobapp:teaching-experience:as-adjunct-instructor	Teaching Experience	(as Adjunct Instructor)
jobapp:teaching-experience:cs-370-introduction-to-artificial-intelligen	Teaching Experience	CS 370: Introduction to Artificial Intelligence Spring 2022
jobapp:teaching-experience:cs-241-foundations-of-computer-science-i-spr	Teaching Experience	CS 241: Foundations of Computer Science I Spring 2022
jobapp:teaching-experience:charles-university-in-prague	Teaching Experience	Charles University in Prague
jobapp:teaching-experience:as-postdoctoral-research-fellow	Teaching Experience	(as Postdoctoral Research Fellow)
jobapp:teaching-experience:nmag-405-universal-algebra-winter-2020	Teaching Experience	NMAG 405: Universal Algebra Winter 2020
jobapp:teaching-experience:university-of-colorado-boulder	Teaching Experience	University of Colorado, Boulder
jobapp:teaching-experience:as-burnett-meyer-instructor	Teaching Experience	(as Burnett Meyer Instructor)
jobapp:teaching-experience:math-2001-discrete-mathematics-with-lean-pro	Teaching Experience	Math 2001: Discrete Mathematics (with Lean prover component) Spring 2019
jobapp:teaching-experience:math-2001-discrete-mathematics-with-lean-pro~2	Teaching Experience	Math 2001: Discrete Mathematics (with Lean prover component) Fall 2018
jobapp:teaching-experience:math-3140-abstract-algebra-fall-2018	Teaching Experience	Math 3140: Abstract Algebra Fall 2018
jobapp:teaching-experience:math-6000-model-theory-graduate-course-sprin	Teaching Experience	Math 6000: Model Theory (graduate course) Spring 2018
jobapp:teaching-experience:math-2130-linear-algebra-spring-2018	Teaching Experience	Math 2130: Linear Algebra Spring 2018
jobapp:teaching-experience:math-2130-linear-algebra-fall-2017	Teaching Experience	Math 2130: Linear Algebra Fall 2017
jobapp:teaching-experience:university-of-hawaii	Teaching Experience	University of Hawaii
jobapp:teaching-experience:as-visiting-assistant-professor	Teaching Experience	(as Visiting Assistant Professor)
jobapp:teaching-experience:math-215-applied-calculus-spring-2017	Teaching Experience	Math 215: Applied Calculus Spring 2017
jobapp:teaching-experience:math-480-senior-seminar-spring-2017	Teaching Experience	Math 480: Senior Seminar Spring 2017
jobapp:teaching-experience:math-244-calculus-iv-fall-2016	Teaching Experience	Math 244: Calculus IV Fall 2016
jobapp:teaching-experience:math-321-introduction-to-advanced-math-fall	Teaching Experience	Math 321: Introduction to Advanced Math Fall 2016
jobapp:teaching-experience:iowa-state-university	Teaching Experience	Iowa State University
jobapp:teaching-experience:as-postdoctoral-associate	Teaching Experience	(as Postdoctoral Associate)
